"issueId","severity","status","category","rawRecordId","url","currentH1","modelReference","recommendation"
"raw-046-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-046","https://cowinmachine.com/products/magnetic-separators/mag-series-046-046","Dry Magnetic Separator","Series-046","Request a manufacturer model or approved family designation."
"raw-046-missing-specification","medium","missing-specification","magnetic-separators","raw-046","https://cowinmachine.com/products/magnetic-separators/mag-series-046-046","Dry Magnetic Separator","Series-046","Obtain approved model-specific specification data before a technical rewrite."
"raw-046-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-046","https://cowinmachine.com/products/magnetic-separators/mag-series-046-046","Dry Magnetic Separator","Series-046","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-047-family-or-series","low","family-or-series","magnetic-separators","raw-047","https://cowinmachine.com/products/magnetic-separators/mag-series-047-047","Magnetic Separator","Series-047","Confirm page evidence and product identity with the owner."
"raw-047-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-047","https://cowinmachine.com/products/magnetic-separators/mag-series-047-047","Magnetic Separator","Series-047","Request a manufacturer model or approved family designation."
"raw-047-missing-specification","medium","missing-specification","magnetic-separators","raw-047","https://cowinmachine.com/products/magnetic-separators/mag-series-047-047","Magnetic Separator","Series-047","Obtain approved model-specific specification data before a technical rewrite."
"raw-047-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-047","https://cowinmachine.com/products/magnetic-separators/mag-series-047-047","Magnetic Separator","Series-047","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-048-family-or-series","low","family-or-series","magnetic-separators","raw-048","https://cowinmachine.com/products/magnetic-separators/mag-series-048-048","Magnetic Separator","Series-048","Confirm page evidence and product identity with the owner."
"raw-048-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-048","https://cowinmachine.com/products/magnetic-separators/mag-series-048-048","Magnetic Separator","Series-048","Request a manufacturer model or approved family designation."
"raw-048-missing-specification","medium","missing-specification","magnetic-separators","raw-048","https://cowinmachine.com/products/magnetic-separators/mag-series-048-048","Magnetic Separator","Series-048","Obtain approved model-specific specification data before a technical rewrite."
"raw-048-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-048","https://cowinmachine.com/products/magnetic-separators/mag-series-048-048","Magnetic Separator","Series-048","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-049-family-or-series","low","family-or-series","magnetic-separators","raw-049","https://cowinmachine.com/products/magnetic-separators/mag-series-049-049","Magnetic Separator","Series-049","Confirm page evidence and product identity with the owner."
"raw-049-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-049","https://cowinmachine.com/products/magnetic-separators/mag-series-049-049","Magnetic Separator","Series-049","Request a manufacturer model or approved family designation."
"raw-049-missing-specification","medium","missing-specification","magnetic-separators","raw-049","https://cowinmachine.com/products/magnetic-separators/mag-series-049-049","Magnetic Separator","Series-049","Obtain approved model-specific specification data before a technical rewrite."
"raw-049-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-049","https://cowinmachine.com/products/magnetic-separators/mag-series-049-049","Magnetic Separator","Series-049","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-050-family-or-series","low","family-or-series","magnetic-separators","raw-050","https://cowinmachine.com/products/magnetic-separators/mag-series-050-050","Magnetic Separator","Series-050","Confirm page evidence and product identity with the owner."
"raw-050-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-050","https://cowinmachine.com/products/magnetic-separators/mag-series-050-050","Magnetic Separator","Series-050","Request a manufacturer model or approved family designation."
"raw-050-missing-specification","medium","missing-specification","magnetic-separators","raw-050","https://cowinmachine.com/products/magnetic-separators/mag-series-050-050","Magnetic Separator","Series-050","Obtain approved model-specific specification data before a technical rewrite."
"raw-050-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-050","https://cowinmachine.com/products/magnetic-separators/mag-series-050-050","Magnetic Separator","Series-050","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-051-family-or-series","low","family-or-series","magnetic-separators","raw-051","https://cowinmachine.com/products/magnetic-separators/mag-series-051-051","Magnetic Separator","Series-051","Confirm page evidence and product identity with the owner."
"raw-051-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-051","https://cowinmachine.com/products/magnetic-separators/mag-series-051-051","Magnetic Separator","Series-051","Request a manufacturer model or approved family designation."
"raw-051-missing-specification","medium","missing-specification","magnetic-separators","raw-051","https://cowinmachine.com/products/magnetic-separators/mag-series-051-051","Magnetic Separator","Series-051","Obtain approved model-specific specification data before a technical rewrite."
"raw-051-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-051","https://cowinmachine.com/products/magnetic-separators/mag-series-051-051","Magnetic Separator","Series-051","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-052-family-or-series","low","family-or-series","magnetic-separators","raw-052","https://cowinmachine.com/products/magnetic-separators/mag-series-052-052","Magnetic Separator","Series-052","Confirm page evidence and product identity with the owner."
"raw-052-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-052","https://cowinmachine.com/products/magnetic-separators/mag-series-052-052","Magnetic Separator","Series-052","Request a manufacturer model or approved family designation."
"raw-052-missing-specification","medium","missing-specification","magnetic-separators","raw-052","https://cowinmachine.com/products/magnetic-separators/mag-series-052-052","Magnetic Separator","Series-052","Obtain approved model-specific specification data before a technical rewrite."
"raw-052-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-052","https://cowinmachine.com/products/magnetic-separators/mag-series-052-052","Magnetic Separator","Series-052","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-053-family-or-series","low","family-or-series","magnetic-separators","raw-053","https://cowinmachine.com/products/magnetic-separators/mag-series-053-053","Permanent Suspended Magnetic Separator","Series-053","Confirm page evidence and product identity with the owner."
"raw-053-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-053","https://cowinmachine.com/products/magnetic-separators/mag-series-053-053","Permanent Suspended Magnetic Separator","Series-053","Request a manufacturer model or approved family designation."
"raw-053-missing-specification","medium","missing-specification","magnetic-separators","raw-053","https://cowinmachine.com/products/magnetic-separators/mag-series-053-053","Permanent Suspended Magnetic Separator","Series-053","Obtain approved model-specific specification data before a technical rewrite."
"raw-054-family-or-series","low","family-or-series","magnetic-separators","raw-054","https://cowinmachine.com/products/magnetic-separators/mag-series-054-054","Electromagnetic Suspended Magnetic Separator","Series-054","Confirm page evidence and product identity with the owner."
"raw-054-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-054","https://cowinmachine.com/products/magnetic-separators/mag-series-054-054","Electromagnetic Suspended Magnetic Separator","Series-054","Request a manufacturer model or approved family designation."
"raw-054-missing-specification","medium","missing-specification","magnetic-separators","raw-054","https://cowinmachine.com/products/magnetic-separators/mag-series-054-054","Electromagnetic Suspended Magnetic Separator","Series-054","Obtain approved model-specific specification data before a technical rewrite."
"raw-055-family-or-series","low","family-or-series","magnetic-separators","raw-055","https://cowinmachine.com/products/magnetic-separators/mag-series-055-055","Metal-Detection Magnetic Separator","Series-055","Confirm page evidence and product identity with the owner."
"raw-055-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-055","https://cowinmachine.com/products/magnetic-separators/mag-series-055-055","Metal-Detection Magnetic Separator","Series-055","Request a manufacturer model or approved family designation."
"raw-055-missing-specification","medium","missing-specification","magnetic-separators","raw-055","https://cowinmachine.com/products/magnetic-separators/mag-series-055-055","Metal-Detection Magnetic Separator","Series-055","Obtain approved model-specific specification data before a technical rewrite."
"raw-055-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-055","https://cowinmachine.com/products/magnetic-separators/mag-series-055-055","Metal-Detection Magnetic Separator","Series-055","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-056-family-or-series","low","family-or-series","magnetic-separators","raw-056","https://cowinmachine.com/products/magnetic-separators/mag-series-056-056","Metal-Detection Magnetic Separator","Series-056","Confirm page evidence and product identity with the owner."
"raw-056-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-056","https://cowinmachine.com/products/magnetic-separators/mag-series-056-056","Metal-Detection Magnetic Separator","Series-056","Request a manufacturer model or approved family designation."
"raw-056-missing-specification","medium","missing-specification","magnetic-separators","raw-056","https://cowinmachine.com/products/magnetic-separators/mag-series-056-056","Metal-Detection Magnetic Separator","Series-056","Obtain approved model-specific specification data before a technical rewrite."
"raw-056-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-056","https://cowinmachine.com/products/magnetic-separators/mag-series-056-056","Metal-Detection Magnetic Separator","Series-056","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-057-family-or-series","low","family-or-series","magnetic-separators","raw-057","https://cowinmachine.com/products/magnetic-separators/mag-series-057-057","Eddy-Current Magnetic Separator","Series-057","Confirm page evidence and product identity with the owner."
"raw-057-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-057","https://cowinmachine.com/products/magnetic-separators/mag-series-057-057","Eddy-Current Magnetic Separator","Series-057","Request a manufacturer model or approved family designation."
"raw-057-missing-specification","medium","missing-specification","magnetic-separators","raw-057","https://cowinmachine.com/products/magnetic-separators/mag-series-057-057","Eddy-Current Magnetic Separator","Series-057","Obtain approved model-specific specification data before a technical rewrite."
"raw-057-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-057","https://cowinmachine.com/products/magnetic-separators/mag-series-057-057","Eddy-Current Magnetic Separator","Series-057","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-058-family-or-series","low","family-or-series","magnetic-separators","raw-058","https://cowinmachine.com/products/magnetic-separators/mag-series-058-058","Eddy-Current Magnetic Separator","Series-058","Confirm page evidence and product identity with the owner."
"raw-058-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-058","https://cowinmachine.com/products/magnetic-separators/mag-series-058-058","Eddy-Current Magnetic Separator","Series-058","Request a manufacturer model or approved family designation."
"raw-058-missing-specification","medium","missing-specification","magnetic-separators","raw-058","https://cowinmachine.com/products/magnetic-separators/mag-series-058-058","Eddy-Current Magnetic Separator","Series-058","Obtain approved model-specific specification data before a technical rewrite."
"raw-058-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-058","https://cowinmachine.com/products/magnetic-separators/mag-series-058-058","Eddy-Current Magnetic Separator","Series-058","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-059-family-or-series","low","family-or-series","magnetic-separators","raw-059","https://cowinmachine.com/products/magnetic-separators/mag-series-059-059","Drum Magnetic Separator","Series-059","Confirm page evidence and product identity with the owner."
"raw-059-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-059","https://cowinmachine.com/products/magnetic-separators/mag-series-059-059","Drum Magnetic Separator","Series-059","Request a manufacturer model or approved family designation."
"raw-059-missing-specification","medium","missing-specification","magnetic-separators","raw-059","https://cowinmachine.com/products/magnetic-separators/mag-series-059-059","Drum Magnetic Separator","Series-059","Obtain approved model-specific specification data before a technical rewrite."
"raw-059-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-059","https://cowinmachine.com/products/magnetic-separators/mag-series-059-059","Drum Magnetic Separator","Series-059","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-060-family-or-series","low","family-or-series","magnetic-separators","raw-060","https://cowinmachine.com/products/magnetic-separators/mag-series-060-060","Eddy-Current Magnetic Separator","Series-060","Confirm page evidence and product identity with the owner."
"raw-060-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-060","https://cowinmachine.com/products/magnetic-separators/mag-series-060-060","Eddy-Current Magnetic Separator","Series-060","Request a manufacturer model or approved family designation."
"raw-060-missing-specification","medium","missing-specification","magnetic-separators","raw-060","https://cowinmachine.com/products/magnetic-separators/mag-series-060-060","Eddy-Current Magnetic Separator","Series-060","Obtain approved model-specific specification data before a technical rewrite."
"raw-060-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-060","https://cowinmachine.com/products/magnetic-separators/mag-series-060-060","Eddy-Current Magnetic Separator","Series-060","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-061-family-or-series","low","family-or-series","magnetic-separators","raw-061","https://cowinmachine.com/products/magnetic-separators/mag-series-061-061","Magnetic Separator","Series-061","Confirm page evidence and product identity with the owner."
"raw-061-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-061","https://cowinmachine.com/products/magnetic-separators/mag-series-061-061","Magnetic Separator","Series-061","Request a manufacturer model or approved family designation."
"raw-061-missing-specification","medium","missing-specification","magnetic-separators","raw-061","https://cowinmachine.com/products/magnetic-separators/mag-series-061-061","Magnetic Separator","Series-061","Obtain approved model-specific specification data before a technical rewrite."
"raw-061-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-061","https://cowinmachine.com/products/magnetic-separators/mag-series-061-061","Magnetic Separator","Series-061","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-062-family-or-series","low","family-or-series","magnetic-separators","raw-062","https://cowinmachine.com/products/magnetic-separators/mag-series-062-062","Magnetic Separator","Series-062","Confirm page evidence and product identity with the owner."
"raw-062-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-062","https://cowinmachine.com/products/magnetic-separators/mag-series-062-062","Magnetic Separator","Series-062","Request a manufacturer model or approved family designation."
"raw-062-missing-specification","medium","missing-specification","magnetic-separators","raw-062","https://cowinmachine.com/products/magnetic-separators/mag-series-062-062","Magnetic Separator","Series-062","Obtain approved model-specific specification data before a technical rewrite."
"raw-062-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-062","https://cowinmachine.com/products/magnetic-separators/mag-series-062-062","Magnetic Separator","Series-062","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-063-family-or-series","low","family-or-series","magnetic-separators","raw-063","https://cowinmachine.com/products/magnetic-separators/mag-series-063-063","Permanent Overband Magnetic Separator","Series-063","Confirm page evidence and product identity with the owner."
"raw-063-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-063","https://cowinmachine.com/products/magnetic-separators/mag-series-063-063","Permanent Overband Magnetic Separator","Series-063","Request a manufacturer model or approved family designation."
"raw-063-missing-specification","medium","missing-specification","magnetic-separators","raw-063","https://cowinmachine.com/products/magnetic-separators/mag-series-063-063","Permanent Overband Magnetic Separator","Series-063","Obtain approved model-specific specification data before a technical rewrite."
"raw-064-family-or-series","low","family-or-series","magnetic-separators","raw-064","https://cowinmachine.com/products/magnetic-separators/mag-series-064-064","Magnetic Separator","Series-064","Confirm page evidence and product identity with the owner."
"raw-064-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-064","https://cowinmachine.com/products/magnetic-separators/mag-series-064-064","Magnetic Separator","Series-064","Request a manufacturer model or approved family designation."
"raw-064-missing-specification","medium","missing-specification","magnetic-separators","raw-064","https://cowinmachine.com/products/magnetic-separators/mag-series-064-064","Magnetic Separator","Series-064","Obtain approved model-specific specification data before a technical rewrite."
"raw-064-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-064","https://cowinmachine.com/products/magnetic-separators/mag-series-064-064","Magnetic Separator","Series-064","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-065-family-or-series","low","family-or-series","magnetic-separators","raw-065","https://cowinmachine.com/products/magnetic-separators/mag-series-065-065","Magnetic Separator","Series-065","Confirm page evidence and product identity with the owner."
"raw-065-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-065","https://cowinmachine.com/products/magnetic-separators/mag-series-065-065","Magnetic Separator","Series-065","Request a manufacturer model or approved family designation."
"raw-065-missing-specification","medium","missing-specification","magnetic-separators","raw-065","https://cowinmachine.com/products/magnetic-separators/mag-series-065-065","Magnetic Separator","Series-065","Obtain approved model-specific specification data before a technical rewrite."
"raw-065-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-065","https://cowinmachine.com/products/magnetic-separators/mag-series-065-065","Magnetic Separator","Series-065","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-066-family-or-series","low","family-or-series","magnetic-separators","raw-066","https://cowinmachine.com/products/magnetic-separators/mag-series-066-066","Wet Magnetic Separator","Series-066","Confirm page evidence and product identity with the owner."
"raw-066-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-066","https://cowinmachine.com/products/magnetic-separators/mag-series-066-066","Wet Magnetic Separator","Series-066","Request a manufacturer model or approved family designation."
"raw-066-missing-specification","medium","missing-specification","magnetic-separators","raw-066","https://cowinmachine.com/products/magnetic-separators/mag-series-066-066","Wet Magnetic Separator","Series-066","Obtain approved model-specific specification data before a technical rewrite."
"raw-066-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-066","https://cowinmachine.com/products/magnetic-separators/mag-series-066-066","Wet Magnetic Separator","Series-066","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-067-family-or-series","low","family-or-series","magnetic-separators","raw-067","https://cowinmachine.com/products/magnetic-separators/mag-series-067-067","Roller Magnetic Separator","Series-067","Confirm page evidence and product identity with the owner."
"raw-067-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-067","https://cowinmachine.com/products/magnetic-separators/mag-series-067-067","Roller Magnetic Separator","Series-067","Request a manufacturer model or approved family designation."
"raw-067-missing-specification","medium","missing-specification","magnetic-separators","raw-067","https://cowinmachine.com/products/magnetic-separators/mag-series-067-067","Roller Magnetic Separator","Series-067","Obtain approved model-specific specification data before a technical rewrite."
"raw-067-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-067","https://cowinmachine.com/products/magnetic-separators/mag-series-067-067","Roller Magnetic Separator","Series-067","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-068-family-or-series","low","family-or-series","magnetic-separators","raw-068","https://cowinmachine.com/products/magnetic-separators/mag-series-068-068","Wet Magnetic Separator","Series-068","Confirm page evidence and product identity with the owner."
"raw-068-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-068","https://cowinmachine.com/products/magnetic-separators/mag-series-068-068","Wet Magnetic Separator","Series-068","Request a manufacturer model or approved family designation."
"raw-068-missing-specification","medium","missing-specification","magnetic-separators","raw-068","https://cowinmachine.com/products/magnetic-separators/mag-series-068-068","Wet Magnetic Separator","Series-068","Obtain approved model-specific specification data before a technical rewrite."
"raw-068-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-068","https://cowinmachine.com/products/magnetic-separators/mag-series-068-068","Wet Magnetic Separator","Series-068","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-069-missing-specification","medium","missing-specification","magnetic-separators","raw-069","https://cowinmachine.com/products/magnetic-separators/mag-rcyz-069","RCYZ Magnetic Separator","RCYZ","Obtain approved model-specific specification data before a technical rewrite."
"raw-069-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-069","https://cowinmachine.com/products/magnetic-separators/mag-rcyz-069","RCYZ Magnetic Separator","RCYZ","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-070-family-or-series","low","family-or-series","magnetic-separators","raw-070","https://cowinmachine.com/products/magnetic-separators/mag-series-070-070","Magnetic Separator","Series-070","Confirm page evidence and product identity with the owner."
"raw-070-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-070","https://cowinmachine.com/products/magnetic-separators/mag-series-070-070","Magnetic Separator","Series-070","Request a manufacturer model or approved family designation."
"raw-070-missing-specification","medium","missing-specification","magnetic-separators","raw-070","https://cowinmachine.com/products/magnetic-separators/mag-series-070-070","Magnetic Separator","Series-070","Obtain approved model-specific specification data before a technical rewrite."
"raw-070-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-070","https://cowinmachine.com/products/magnetic-separators/mag-series-070-070","Magnetic Separator","Series-070","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-071-family-or-series","low","family-or-series","magnetic-separators","raw-071","https://cowinmachine.com/products/magnetic-separators/mag-series-071-071","Roller Magnetic Separator","Series-071","Confirm page evidence and product identity with the owner."
"raw-071-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-071","https://cowinmachine.com/products/magnetic-separators/mag-series-071-071","Roller Magnetic Separator","Series-071","Request a manufacturer model or approved family designation."
"raw-071-missing-specification","medium","missing-specification","magnetic-separators","raw-071","https://cowinmachine.com/products/magnetic-separators/mag-series-071-071","Roller Magnetic Separator","Series-071","Obtain approved model-specific specification data before a technical rewrite."
"raw-071-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-071","https://cowinmachine.com/products/magnetic-separators/mag-series-071-071","Roller Magnetic Separator","Series-071","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-072-family-or-series","low","family-or-series","magnetic-separators","raw-072","https://cowinmachine.com/products/magnetic-separators/mag-series-072-072","Roller Magnetic Separator","Series-072","Confirm page evidence and product identity with the owner."
"raw-072-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-072","https://cowinmachine.com/products/magnetic-separators/mag-series-072-072","Roller Magnetic Separator","Series-072","Request a manufacturer model or approved family designation."
"raw-072-missing-specification","medium","missing-specification","magnetic-separators","raw-072","https://cowinmachine.com/products/magnetic-separators/mag-series-072-072","Roller Magnetic Separator","Series-072","Obtain approved model-specific specification data before a technical rewrite."
"raw-072-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-072","https://cowinmachine.com/products/magnetic-separators/mag-series-072-072","Roller Magnetic Separator","Series-072","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-073-family-or-series","low","family-or-series","magnetic-separators","raw-073","https://cowinmachine.com/products/magnetic-separators/mag-series-073-073","Wet Roller Magnetic Separator","Series-073","Confirm page evidence and product identity with the owner."
"raw-073-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-073","https://cowinmachine.com/products/magnetic-separators/mag-series-073-073","Wet Roller Magnetic Separator","Series-073","Request a manufacturer model or approved family designation."
"raw-073-missing-specification","medium","missing-specification","magnetic-separators","raw-073","https://cowinmachine.com/products/magnetic-separators/mag-series-073-073","Wet Roller Magnetic Separator","Series-073","Obtain approved model-specific specification data before a technical rewrite."
"raw-074-family-or-series","low","family-or-series","magnetic-separators","raw-074","https://cowinmachine.com/products/magnetic-separators/mag-series-074-074","Magnetic Separator","Series-074","Confirm page evidence and product identity with the owner."
"raw-074-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-074","https://cowinmachine.com/products/magnetic-separators/mag-series-074-074","Magnetic Separator","Series-074","Request a manufacturer model or approved family designation."
"raw-074-missing-specification","medium","missing-specification","magnetic-separators","raw-074","https://cowinmachine.com/products/magnetic-separators/mag-series-074-074","Magnetic Separator","Series-074","Obtain approved model-specific specification data before a technical rewrite."
"raw-074-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-074","https://cowinmachine.com/products/magnetic-separators/mag-series-074-074","Magnetic Separator","Series-074","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-075-family-or-series","low","family-or-series","magnetic-separators","raw-075","https://cowinmachine.com/products/magnetic-separators/mag-series-075-075","Magnetic Separator","Series-075","Confirm page evidence and product identity with the owner."
"raw-075-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-075","https://cowinmachine.com/products/magnetic-separators/mag-series-075-075","Magnetic Separator","Series-075","Request a manufacturer model or approved family designation."
"raw-075-missing-specification","medium","missing-specification","magnetic-separators","raw-075","https://cowinmachine.com/products/magnetic-separators/mag-series-075-075","Magnetic Separator","Series-075","Obtain approved model-specific specification data before a technical rewrite."
"raw-075-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-075","https://cowinmachine.com/products/magnetic-separators/mag-series-075-075","Magnetic Separator","Series-075","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-076-family-or-series","low","family-or-series","magnetic-separators","raw-076","https://cowinmachine.com/products/magnetic-separators/mag-series-076-076","Magnetic Separator","Series-076","Confirm page evidence and product identity with the owner."
"raw-076-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-076","https://cowinmachine.com/products/magnetic-separators/mag-series-076-076","Magnetic Separator","Series-076","Request a manufacturer model or approved family designation."
"raw-076-missing-specification","medium","missing-specification","magnetic-separators","raw-076","https://cowinmachine.com/products/magnetic-separators/mag-series-076-076","Magnetic Separator","Series-076","Obtain approved model-specific specification data before a technical rewrite."
"raw-076-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-076","https://cowinmachine.com/products/magnetic-separators/mag-series-076-076","Magnetic Separator","Series-076","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-077-family-or-series","low","family-or-series","magnetic-separators","raw-077","https://cowinmachine.com/products/magnetic-separators/mag-series-077-077","Magnetic Separator","Series-077","Confirm page evidence and product identity with the owner."
"raw-077-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-077","https://cowinmachine.com/products/magnetic-separators/mag-series-077-077","Magnetic Separator","Series-077","Request a manufacturer model or approved family designation."
"raw-077-missing-specification","medium","missing-specification","magnetic-separators","raw-077","https://cowinmachine.com/products/magnetic-separators/mag-series-077-077","Magnetic Separator","Series-077","Obtain approved model-specific specification data before a technical rewrite."
"raw-077-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-077","https://cowinmachine.com/products/magnetic-separators/mag-series-077-077","Magnetic Separator","Series-077","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-078-family-or-series","low","family-or-series","magnetic-separators","raw-078","https://cowinmachine.com/products/magnetic-separators/mag-series-078-078","Magnetic Separator","Series-078","Confirm page evidence and product identity with the owner."
"raw-078-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-078","https://cowinmachine.com/products/magnetic-separators/mag-series-078-078","Magnetic Separator","Series-078","Request a manufacturer model or approved family designation."
"raw-078-missing-specification","medium","missing-specification","magnetic-separators","raw-078","https://cowinmachine.com/products/magnetic-separators/mag-series-078-078","Magnetic Separator","Series-078","Obtain approved model-specific specification data before a technical rewrite."
"raw-078-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-078","https://cowinmachine.com/products/magnetic-separators/mag-series-078-078","Magnetic Separator","Series-078","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-079-family-or-series","low","family-or-series","magnetic-separators","raw-079","https://cowinmachine.com/products/magnetic-separators/mag-series-079-079","Magnetic Separator","Series-079","Confirm page evidence and product identity with the owner."
"raw-079-generic-title-needs-identification","low","generic-title-needs-identification","magnetic-separators","raw-079","https://cowinmachine.com/products/magnetic-separators/mag-series-079-079","Magnetic Separator","Series-079","Request a manufacturer model or approved family designation."
"raw-079-missing-specification","medium","missing-specification","magnetic-separators","raw-079","https://cowinmachine.com/products/magnetic-separators/mag-series-079-079","Magnetic Separator","Series-079","Obtain approved model-specific specification data before a technical rewrite."
"raw-079-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","magnetic-separators","raw-079","https://cowinmachine.com/products/magnetic-separators/mag-series-079-079","Magnetic Separator","Series-079","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
