"canonicalId","category","family","model","currentUrls","primary","secondary","longTail","buyerIntent"
"cp-047-mobile-lighting-systems-ust1200","mobile-lighting-systems","Solar Surveillance Mobile Light Tower","UST1200","https://cowinmachine.com/products/mobile-lighting-systems/tower-ust1200-099","solar mobile light tower | mobile lighting tower | solar light tower | solar surveillance tower","solar light tower | solar surveillance tower | solar CCTV trailer | diesel light tower | hybrid light tower | battery mobile light tower","ust1200 solar mobile light tower | ust1200 specifications | ust1200 solar surveillance mobile light tower for industrial projects","mast height | lighting output | battery runtime"
"cp-048-mobile-lighting-systems-block-ubt300s-solar-surveillance-mobile-light-to","mobile-lighting-systems","BLOCK-UBT300S Solar Surveillance Mobile Light Tower","","https://cowinmachine.com/products/mobile-lighting-systems/tower-block-ubt300s-100","solar mobile light tower | mobile lighting tower | solar light tower | solar surveillance tower","solar light tower | solar surveillance tower | solar CCTV trailer | diesel light tower | hybrid light tower | battery mobile light tower","block-ubt300s solar surveillance mobile light tower for industrial projects","mast height | lighting output | battery runtime"
"cp-049-mobile-lighting-systems-solar-surveillance-mobile-light-tower","mobile-lighting-systems","Solar Surveillance Mobile Light Tower","","https://cowinmachine.com/products/mobile-lighting-systems/tower-series-101-101","solar mobile light tower | mobile lighting tower | solar light tower | solar surveillance tower","solar light tower | solar surveillance tower | solar CCTV trailer | diesel light tower | hybrid light tower | battery mobile light tower","solar surveillance mobile light tower for industrial projects","mast height | lighting output | battery runtime"
"cp-050-mobile-lighting-systems-ugt-10ql","mobile-lighting-systems","Mobile Light Tower","UGT-10QL","https://cowinmachine.com/products/mobile-lighting-systems/tower-ugt-10ql-102","solar mobile light tower | mobile lighting tower","solar light tower | diesel light tower | hybrid light tower | battery mobile light tower","ugt-10ql solar mobile light tower | ugt-10ql specifications | ugt-10ql mobile light tower for industrial projects","mast height | lighting output | battery runtime"
"cp-051-mobile-lighting-systems-ugt-1600","mobile-lighting-systems","Diesel Mobile Light Tower","UGT-1600","https://cowinmachine.com/products/mobile-lighting-systems/tower-ugt-1600-103","solar mobile light tower | mobile lighting tower | diesel light tower","diesel light tower | solar light tower | hybrid light tower | battery mobile light tower","ugt-1600 solar mobile light tower | ugt-1600 specifications | ugt-1600 diesel mobile light tower for industrial projects","mast height | lighting output | battery runtime"
"cp-052-mobile-lighting-systems-gdq5a-4r","mobile-lighting-systems","Diesel Mobile Light Tower","GDQ5A-4R","https://cowinmachine.com/products/mobile-lighting-systems/tower-gdq5a-4r-104","solar mobile light tower | mobile lighting tower | diesel light tower","diesel light tower | solar light tower | hybrid light tower | battery mobile light tower","gdq5a-4r solar mobile light tower | gdq5a-4r specifications | gdq5a-4r diesel mobile light tower for industrial projects","mast height | lighting output | battery runtime"
"cp-053-mobile-lighting-systems-ugt4000pled","mobile-lighting-systems","Diesel Mobile Light Tower","UGT4000PLED","https://cowinmachine.com/products/mobile-lighting-systems/tower-ugt4000pled-106","solar mobile light tower | mobile lighting tower | diesel light tower","diesel light tower | solar light tower | hybrid light tower | battery mobile light tower","ugt4000pled solar mobile light tower | ugt4000pled specifications | ugt4000pled diesel mobile light tower for industrial projects","mast height | lighting output | battery runtime"
"cp-054-mobile-lighting-systems-ugt4000pmh","mobile-lighting-systems","Diesel Mobile Light Tower","UGT4000PMH","https://cowinmachine.com/products/mobile-lighting-systems/tower-ugt4000pmh-107","solar mobile light tower | mobile lighting tower | diesel light tower","diesel light tower | solar light tower | hybrid light tower | battery mobile light tower","ugt4000pmh solar mobile light tower | ugt4000pmh specifications | ugt4000pmh diesel mobile light tower for industrial projects","mast height | lighting output | battery runtime"
"cp-055-mobile-lighting-systems-ugt-7000pled","mobile-lighting-systems","Diesel Mobile Light Tower","UGT-7000PLED","https://cowinmachine.com/products/mobile-lighting-systems/tower-ugt-7000pled-108","solar mobile light tower | mobile lighting tower | diesel light tower","diesel light tower | solar light tower | hybrid light tower | battery mobile light tower","ugt-7000pled solar mobile light tower | ugt-7000pled specifications | ugt-7000pled diesel mobile light tower for industrial projects","mast height | lighting output | battery runtime"
"cp-056-mobile-lighting-systems-x-cube-x-cube-hybrid","mobile-lighting-systems","Diesel Mobile Light Tower","X-CUBE X-CUBE HYBRID","https://cowinmachine.com/products/mobile-lighting-systems/tower-x-cube-x-cube-hybrid-109","solar mobile light tower | mobile lighting tower | diesel light tower | hybrid light tower","diesel light tower | hybrid light tower | solar light tower | battery mobile light tower","x-cube x-cube hybrid solar mobile light tower | x-cube x-cube hybrid specifications | x-cube x-cube hybrid diesel mobile light tower for industrial projects","mast height | lighting output | battery runtime"
"cp-057-mobile-lighting-systems-trailers-uht7000pled-mobile-light-tower","mobile-lighting-systems","TRAILERS-UHT7000PLED Mobile Light Tower","","https://cowinmachine.com/products/mobile-lighting-systems/tower-trailers-uht7000pled-110","solar mobile light tower | mobile lighting tower","solar light tower | diesel light tower | hybrid light tower | battery mobile light tower","trailers-uht7000pled mobile light tower for industrial projects","mast height | lighting output | battery runtime"
"cp-058-mobile-lighting-systems-t-720ap","mobile-lighting-systems","Solar Surveillance Mobile Light Tower","T-720AP","https://cowinmachine.com/products/mobile-lighting-systems/tower-t-720ap-112","solar mobile light tower | mobile lighting tower | solar light tower | solar surveillance tower","solar light tower | solar surveillance tower | solar CCTV trailer | diesel light tower | hybrid light tower | battery mobile light tower","t-720ap solar mobile light tower | t-720ap specifications | t-720ap solar surveillance mobile light tower for industrial projects","mast height | lighting output | battery runtime"
"cp-059-mobile-lighting-systems-uni-t1","mobile-lighting-systems","Solar Surveillance Mobile Light Tower","UNI-T1","https://cowinmachine.com/products/mobile-lighting-systems/tower-uni-t1-113","solar mobile light tower | mobile lighting tower | solar light tower | solar surveillance tower","solar light tower | solar surveillance tower | solar CCTV trailer | diesel light tower | hybrid light tower | battery mobile light tower","uni-t1 solar mobile light tower | uni-t1 specifications | uni-t1 solar surveillance mobile light tower for industrial projects","mast height | lighting output | battery runtime"
"cp-060-mobile-lighting-systems-ust-600","mobile-lighting-systems","Solar Surveillance Mobile Light Tower","UST-600","https://cowinmachine.com/products/mobile-lighting-systems/tower-ust-600-114","solar mobile light tower | mobile lighting tower | solar light tower | solar surveillance tower","solar light tower | solar surveillance tower | solar CCTV trailer | diesel light tower | hybrid light tower | battery mobile light tower","ust-600 solar mobile light tower | ust-600 specifications | ust-600 solar surveillance mobile light tower for industrial projects","mast height | lighting output | battery runtime"
"cp-061-mobile-lighting-systems-uni-t2a","mobile-lighting-systems","Solar Surveillance Mobile Light Tower","UNI-T2A","https://cowinmachine.com/products/mobile-lighting-systems/tower-uni-t2a-115","solar mobile light tower | mobile lighting tower | solar light tower | solar surveillance tower","solar light tower | solar surveillance tower | solar CCTV trailer | diesel light tower | hybrid light tower | battery mobile light tower","uni-t2a solar mobile light tower | uni-t2a specifications | uni-t2a solar surveillance mobile light tower for industrial projects","mast height | lighting output | battery runtime"
"cp-062-mobile-lighting-systems-uni-t2c","mobile-lighting-systems","Solar Surveillance Mobile Light Tower","UNI-T2C","https://cowinmachine.com/products/mobile-lighting-systems/tower-uni-t2c-116","solar mobile light tower | mobile lighting tower | solar light tower | solar surveillance tower","solar light tower | solar surveillance tower | solar CCTV trailer | diesel light tower | hybrid light tower | battery mobile light tower","uni-t2c solar mobile light tower | uni-t2c specifications | uni-t2c solar surveillance mobile light tower for industrial projects","mast height | lighting output | battery runtime"
"cp-063-mobile-lighting-systems-uni-t2h","mobile-lighting-systems","Solar Surveillance Mobile Light Tower","UNI-T2H","https://cowinmachine.com/products/mobile-lighting-systems/tower-uni-t2h-117","solar mobile light tower | mobile lighting tower | solar light tower | solar surveillance tower","solar light tower | solar surveillance tower | solar CCTV trailer | diesel light tower | hybrid light tower | battery mobile light tower","uni-t2h solar mobile light tower | uni-t2h specifications | uni-t2h solar surveillance mobile light tower for industrial projects","mast height | lighting output | battery runtime"
"cp-064-mobile-lighting-systems-ust-1200s","mobile-lighting-systems","Solar Surveillance Mobile Light Tower","UST-1200S","https://cowinmachine.com/products/mobile-lighting-systems/tower-ust-1200s-120 | https://cowinmachine.com/products/mobile-lighting-systems/tower-ust-1200s-121","solar mobile light tower | mobile lighting tower | solar light tower | solar surveillance tower","solar light tower | solar surveillance tower | solar CCTV trailer | diesel light tower | hybrid light tower | battery mobile light tower","ust-1200s solar mobile light tower | ust-1200s specifications | ust-1200s solar surveillance mobile light tower for industrial projects","mast height | lighting output | battery runtime"
"cp-065-compressed-air-equipment-zd10lg-8","compressed-air-equipment","Electric Screw Air Compressor","ZD10LG-8","https://cowinmachine.com/products/compressed-air-equipment/air-zd10lg-8-122","screw air compressor | industrial air compressor | electric screw air compressor","electric screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","zd10lg-8 screw air compressor | zd10lg-8 specifications | zd10lg-8 electric screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-066-compressed-air-equipment-zd10lv-8","compressed-air-equipment","Screw Air Compressor","ZD10LV-8","https://cowinmachine.com/products/compressed-air-equipment/air-zd10lv-8-123","screw air compressor | industrial air compressor","electric screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","zd10lv-8 screw air compressor | zd10lv-8 specifications | zd10lv-8 screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-067-magnetic-separators-zd15lv-8","magnetic-separators","Permanent Magnetic Separator","ZD15LV-8","https://cowinmachine.com/products/magnetic-separators/mag-zd15lv-8-124","magnetic separator | permanent magnetic separator | magnetic pulley | magnetic roller","magnetic pulley | magnetic roller | magnetic filter | magnetic grid | magnetic rod | magnetic trap | electromagnetic separator | suspended magnetic separator | self-cleaning magnetic separator | self-unloading magnetic separator","zd15lv-8 magnetic separator | zd15lv-8 specifications | zd15lv-8 permanent magnetic separator for industrial projects","tramp iron removal | mineral processing magnetic separation | recycling sorting equipment"
"cp-068-compressed-air-equipment-zd20","compressed-air-equipment","Variable-Speed Screw Air Compressor","ZD20","https://cowinmachine.com/products/compressed-air-equipment/air-zd20-125","screw air compressor | industrial air compressor | variable-speed screw air compressor","variable-speed screw air compressor | electric screw air compressor | VSD air compressor | stationary screw air compressor","zd20 screw air compressor | zd20 specifications | zd20 variable-speed screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-069-compressed-air-equipment-zd30","compressed-air-equipment","Screw Air Compressor","ZD30","https://cowinmachine.com/products/compressed-air-equipment/air-zd30-126","screw air compressor | industrial air compressor","electric screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","zd30 screw air compressor | zd30 specifications | zd30 screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-070-compressed-air-equipment-zd50lv-8","compressed-air-equipment","Electric Portable Screw Air Compressor","ZD50LV-8","https://cowinmachine.com/products/compressed-air-equipment/air-zd50lv-8-127 | https://cowinmachine.com/products/compressed-air-equipment/air-zd50lv-8-128","screw air compressor | industrial air compressor | electric screw air compressor | portable screw air compressor","electric screw air compressor | portable screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","zd50lv-8 screw air compressor | zd50lv-8 specifications | zd50lv-8 electric portable screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-071-compressed-air-equipment-kylc-18","compressed-air-equipment","Electric Portable Screw Air Compressor","KYLC-18","https://cowinmachine.com/products/compressed-air-equipment/air-kylc-18-129","screw air compressor | industrial air compressor | electric screw air compressor | portable screw air compressor","electric screw air compressor | portable screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","kylc-18 screw air compressor | kylc-18 specifications | kylc-18 electric portable screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-072-compressed-air-equipment-zdy75d-7","compressed-air-equipment","Electric Portable Screw Air Compressor","ZDY75D-7","https://cowinmachine.com/products/compressed-air-equipment/air-zdy75d-7-130","screw air compressor | industrial air compressor | electric screw air compressor | portable screw air compressor","electric screw air compressor | portable screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","zdy75d-7 screw air compressor | zdy75d-7 specifications | zdy75d-7 electric portable screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-073-compressed-air-equipment-zdy90d-7","compressed-air-equipment","Electric Portable Screw Air Compressor","ZDY90D-7","https://cowinmachine.com/products/compressed-air-equipment/air-zdy90d-7-131","screw air compressor | industrial air compressor | electric screw air compressor | portable screw air compressor","electric screw air compressor | portable screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","zdy90d-7 screw air compressor | zdy90d-7 specifications | zdy90d-7 electric portable screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-074-compressed-air-equipment-zdy132d-8","compressed-air-equipment","Electric Screw Air Compressor","ZDY132D-8","https://cowinmachine.com/products/compressed-air-equipment/air-zdy132d-8-132","screw air compressor | industrial air compressor | electric screw air compressor","electric screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","zdy132d-8 screw air compressor | zdy132d-8 specifications | zdy132d-8 electric screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-075-compressed-air-equipment-zdcy-5-8","compressed-air-equipment","Diesel Portable Screw Air Compressor","ZDCY 5-8","https://cowinmachine.com/products/compressed-air-equipment/air-zdcy-5-8-133 | https://cowinmachine.com/products/compressed-air-equipment/air-zdcy-5-8-188","screw air compressor | industrial air compressor | portable screw air compressor | diesel portable screw air compressor","portable screw air compressor | diesel portable screw air compressor | diesel stationary screw air compressor | diesel piston air compressor | electric screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","zdcy 5-8 screw air compressor | zdcy 5-8 specifications | zdcy 5-8 diesel portable screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-076-compressed-air-equipment-zdyl-20-20","compressed-air-equipment","Diesel Portable Screw Air Compressor","ZDYL-20/20","https://cowinmachine.com/products/compressed-air-equipment/air-zdyl-20-20-134","screw air compressor | industrial air compressor | portable screw air compressor | diesel portable screw air compressor","portable screw air compressor | diesel portable screw air compressor | diesel stationary screw air compressor | diesel piston air compressor | electric screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","zdyl-20/20 screw air compressor | zdyl-20/20 specifications | zdyl-20/20 diesel portable screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-077-compressed-air-equipment-zd-40","compressed-air-equipment","/25 Diesel Screw Air Compressor","ZD-40","https://cowinmachine.com/products/compressed-air-equipment/air-zd-40-25-135","screw air compressor | industrial air compressor | diesel portable screw air compressor | diesel stationary screw air compressor","diesel portable screw air compressor | diesel stationary screw air compressor | diesel piston air compressor | electric screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","zd-40 screw air compressor | zd-40 specifications | zd-40/25 diesel screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-078-compressed-air-equipment-zd-20","compressed-air-equipment","/20 Diesel Screw Air Compressor","ZD-20","https://cowinmachine.com/products/compressed-air-equipment/air-zd-20-20-136","screw air compressor | industrial air compressor | diesel portable screw air compressor | diesel stationary screw air compressor","diesel portable screw air compressor | diesel stationary screw air compressor | diesel piston air compressor | electric screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","zd-20 screw air compressor | zd-20 specifications | zd-20/20 diesel screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-079-compressed-air-equipment-diesel-piston-air-compressor","compressed-air-equipment","Diesel Piston Air Compressor","","https://cowinmachine.com/products/compressed-air-equipment/air-series-137-137 | https://cowinmachine.com/products/compressed-air-equipment/air-series-138-138 | https://cowinmachine.com/products/compressed-air-equipment/air-series-139-139","screw air compressor | industrial air compressor | diesel portable screw air compressor | diesel stationary screw air compressor","diesel portable screw air compressor | diesel stationary screw air compressor | piston air compressor | diesel piston air compressor | electric screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","diesel piston air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-080-compressed-air-equipment-piston-air-compressor","compressed-air-equipment","Piston Air Compressor","","https://cowinmachine.com/products/compressed-air-equipment/air-series-140-140","screw air compressor | industrial air compressor | piston air compressor","piston air compressor | electric screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","piston air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-081-compressed-air-equipment-diesel-portable-piston-air-compressor","compressed-air-equipment","Diesel Portable Piston Air Compressor","","https://cowinmachine.com/products/compressed-air-equipment/air-series-141-141 | https://cowinmachine.com/products/compressed-air-equipment/air-series-142-142 | https://cowinmachine.com/products/compressed-air-equipment/air-series-143-143","screw air compressor | industrial air compressor | portable screw air compressor | diesel portable screw air compressor","portable screw air compressor | diesel portable screw air compressor | diesel stationary screw air compressor | piston air compressor | diesel piston air compressor | electric screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","diesel portable piston air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-082-generator-systems-bf-150kva","generator-systems","Silent Diesel Generator System","BF-150KVA","https://cowinmachine.com/products/generator-systems/gen-bf-150kva-144","diesel generator | industrial generator | silent diesel generator","silent diesel generator | soundproof generator | open-frame diesel generator | mobile generator","bf-150kva diesel generator | bf-150kva specifications | bf-150kva silent diesel generator system for industrial projects","prime power generator | standby power generator"
"cp-083-generator-systems-zd-30","generator-systems","Silent Diesel Generator System","ZD-30","https://cowinmachine.com/products/generator-systems/gen-zd-30-145","diesel generator | industrial generator | silent diesel generator","silent diesel generator | soundproof generator | open-frame diesel generator | mobile generator","zd-30 diesel generator | zd-30 specifications | zd-30 silent diesel generator system for industrial projects","prime power generator | standby power generator"
"cp-084-generator-systems-zd-20","generator-systems","Silent Diesel Generator System","ZD-20","https://cowinmachine.com/products/generator-systems/gen-zd-20-146","diesel generator | industrial generator | silent diesel generator","silent diesel generator | soundproof generator | open-frame diesel generator | mobile generator","zd-20 diesel generator | zd-20 specifications | zd-20 silent diesel generator system for industrial projects","prime power generator | standby power generator"
"cp-085-generator-systems-zd-1000","generator-systems","Silent Diesel Generator System","ZD-1000","https://cowinmachine.com/products/generator-systems/gen-zd-1000-147","diesel generator | industrial generator | silent diesel generator","silent diesel generator | soundproof generator | open-frame diesel generator | mobile generator","zd-1000 diesel generator | zd-1000 specifications | zd-1000 silent diesel generator system for industrial projects","prime power generator | standby power generator"
"cp-086-generator-systems-zd-80","generator-systems","Diesel Generator System","ZD-80","https://cowinmachine.com/products/generator-systems/gen-zd-80-148","diesel generator | industrial generator","silent diesel generator | soundproof generator | open-frame diesel generator | mobile generator","zd-80 diesel generator | zd-80 specifications | zd-80 diesel generator system for industrial projects","prime power generator | standby power generator"
"cp-087-generator-systems-diesel-generator-system","generator-systems","Diesel Generator System","","https://cowinmachine.com/products/generator-systems/gen-series-149-149","diesel generator | industrial generator","silent diesel generator | soundproof generator | open-frame diesel generator | mobile generator","diesel generator system for industrial projects","prime power generator | standby power generator"
"cp-088-drilling-equipment-fy300","drilling-equipment","Water-Well Drilling Rig","FY300","https://cowinmachine.com/products/drilling-equipment/rig-fy300-150","water well drilling rig | DTH drilling rig","crawler drilling rig | down-the-hole drilling rig | rock drilling rig | anchoring drilling rig","fy300 water well drilling rig | fy300 specifications | fy300 water-well drilling rig for industrial projects","drilling depth | hole diameter | drilling method"
"cp-089-drilling-equipment-fy680","drilling-equipment","Drilling Rig","FY680","https://cowinmachine.com/products/drilling-equipment/rig-fy680-151","water well drilling rig | DTH drilling rig","crawler drilling rig | down-the-hole drilling rig | rock drilling rig | anchoring drilling rig","fy680 water well drilling rig | fy680 specifications | fy680 drilling rig for industrial projects","drilling depth | hole diameter | drilling method"
"cp-090-drilling-equipment-ht500","drilling-equipment","Crawler Drilling Rig","HT500","https://cowinmachine.com/products/drilling-equipment/rig-ht500-152","water well drilling rig | DTH drilling rig | crawler drilling rig","crawler drilling rig | down-the-hole drilling rig | rock drilling rig | anchoring drilling rig","ht500 water well drilling rig | ht500 specifications | ht500 crawler drilling rig for industrial projects","drilling depth | hole diameter | drilling method"
"cp-091-drilling-equipment-kh103","drilling-equipment","Drilling Rig","KH103","https://cowinmachine.com/products/drilling-equipment/rig-kh103-153","water well drilling rig | DTH drilling rig","crawler drilling rig | down-the-hole drilling rig | rock drilling rig | anchoring drilling rig","kh103 water well drilling rig | kh103 specifications | kh103 drilling rig for industrial projects","drilling depth | hole diameter | drilling method"
"cp-092-drilling-equipment-kh612","drilling-equipment","DTH Crawler Drilling Rig","KH612","https://cowinmachine.com/products/drilling-equipment/rig-kh612-154","water well drilling rig | DTH drilling rig | crawler drilling rig","crawler drilling rig | down-the-hole drilling rig | rock drilling rig | anchoring drilling rig","kh612 water well drilling rig | kh612 specifications | kh612 dth crawler drilling rig for industrial projects","drilling depth | hole diameter | drilling method"
"cp-093-drilling-equipment-kh712","drilling-equipment","DTH Drilling Rig","KH712","https://cowinmachine.com/products/drilling-equipment/rig-kh712-155","water well drilling rig | DTH drilling rig","crawler drilling rig | down-the-hole drilling rig | rock drilling rig | anchoring drilling rig","kh712 water well drilling rig | kh712 specifications | kh712 dth drilling rig for industrial projects","drilling depth | hole diameter | drilling method"
"cp-094-drilling-equipment-zdd100","drilling-equipment","DTH Drilling Rig","ZDD100","https://cowinmachine.com/products/drilling-equipment/rig-zdd100-156 | https://cowinmachine.com/products/drilling-equipment/rig-zdd100-157","water well drilling rig | DTH drilling rig","crawler drilling rig | down-the-hole drilling rig | rock drilling rig | anchoring drilling rig","zdd100 water well drilling rig | zdd100 specifications | zdd100 dth drilling rig for industrial projects","drilling depth | hole diameter | drilling method"
"cp-095-drilling-consumables-yt24","drilling-consumables","Drilling Tool","YT24","https://cowinmachine.com/products/drilling-consumables/tool-yt24-158","drilling tool | DTH hammer | DTH drill bit | drill pipe","drill pipe | pneumatic rock drill | button bit | tapered button bit","yt24 drilling tool | yt24 specifications | yt24 drilling tool for industrial projects","tool compatibility | replacement drilling tools | drilling consumables"
"cp-096-drilling-consumables-y24","drilling-consumables","Drilling Tool","Y24","https://cowinmachine.com/products/drilling-consumables/tool-y24-159","drilling tool | DTH hammer | DTH drill bit | drill pipe","drill pipe | pneumatic rock drill | button bit | tapered button bit","y24 drilling tool | y24 specifications | y24 drilling tool for industrial projects","tool compatibility | replacement drilling tools | drilling consumables"
"cp-097-drilling-consumables-button-bit-drilling-tool","drilling-consumables","Button Bit Drilling Tool","","https://cowinmachine.com/products/drilling-consumables/tool-series-160-160","drilling tool | DTH hammer | DTH drill bit | button bit | drill pipe","button bit | drill pipe | pneumatic rock drill | tapered button bit","button bit drilling tool for industrial projects","tool compatibility | replacement drilling tools | drilling consumables"
"cp-098-drilling-consumables-drill-bit-drilling-tool","drilling-consumables","Drill Bit Drilling Tool","","https://cowinmachine.com/products/drilling-consumables/tool-series-161-161 | https://cowinmachine.com/products/drilling-consumables/tool-series-162-162 | https://cowinmachine.com/products/drilling-consumables/tool-series-198-198","drilling tool | DTH hammer | DTH drill bit | drill pipe","drill pipe | pneumatic rock drill | button bit | tapered button bit","drill bit drilling tool for industrial projects","tool compatibility | replacement drilling tools | drilling consumables"
"cp-099-drilling-consumables-zd-89","drilling-consumables","Drilling Tool","ZD-89","https://cowinmachine.com/products/drilling-consumables/tool-zd-89-163","drilling tool | DTH hammer | DTH drill bit | drill pipe","drill pipe | pneumatic rock drill | button bit | tapered button bit","zd-89 drilling tool | zd-89 specifications | zd-89 drilling tool for industrial projects","tool compatibility | replacement drilling tools | drilling consumables"
"cp-100-drilling-consumables-drill-pipe-drilling-tool","drilling-consumables","Drill Pipe Drilling Tool","","https://cowinmachine.com/products/drilling-consumables/tool-series-164-164","drilling tool | DTH hammer | DTH drill bit | drill pipe","drill pipe | pneumatic rock drill | button bit | tapered button bit","drill pipe drilling tool for industrial projects","tool compatibility | replacement drilling tools | drilling consumables"
"cp-101-drilling-consumables-dth-hammer-drilling-tool","drilling-consumables","DTH Hammer Drilling Tool","","https://cowinmachine.com/products/drilling-consumables/tool-series-165-165","drilling tool | DTH hammer | DTH drill bit | drill pipe","drill pipe | pneumatic rock drill | button bit | tapered button bit","dth hammer drilling tool for industrial projects","tool compatibility | replacement drilling tools | drilling consumables"
"cp-102-drilling-consumables-ql60","drilling-consumables","DTH Hammer Drilling Tool","QL60","https://cowinmachine.com/products/drilling-consumables/tool-ql60-166","drilling tool | DTH hammer | DTH drill bit | drill pipe","drill pipe | pneumatic rock drill | button bit | tapered button bit","ql60 drilling tool | ql60 specifications | ql60 dth hammer drilling tool for industrial projects","tool compatibility | replacement drilling tools | drilling consumables"
"cp-103-mobile-lighting-systems-ult-900","mobile-lighting-systems","Solar Mobile Light Tower","ULT-900","https://cowinmachine.com/products/mobile-lighting-systems/tower-ult-900-167","solar mobile light tower | mobile lighting tower | solar light tower | solar surveillance tower","solar light tower | solar surveillance tower | solar CCTV trailer | diesel light tower | hybrid light tower | battery mobile light tower","ult-900 solar mobile light tower | ult-900 specifications | ult-900 solar mobile light tower for industrial projects","mast height | lighting output | battery runtime"
"cp-104-mobile-lighting-systems-ult-1200","mobile-lighting-systems","Battery Mobile Light Tower","ULT-1200","https://cowinmachine.com/products/mobile-lighting-systems/tower-ult-1200-168","solar mobile light tower | mobile lighting tower | battery mobile light tower","battery mobile light tower | solar light tower | diesel light tower | hybrid light tower","ult-1200 solar mobile light tower | ult-1200 specifications | ult-1200 battery mobile light tower for industrial projects","mast height | lighting output | battery runtime"
"cp-105-mobile-lighting-systems-ust1800","mobile-lighting-systems","Solar Mobile Light Tower","UST1800","https://cowinmachine.com/products/mobile-lighting-systems/tower-ust1800-169","solar mobile light tower | mobile lighting tower | solar light tower | solar surveillance tower","solar light tower | solar surveillance tower | solar CCTV trailer | diesel light tower | hybrid light tower | battery mobile light tower","ust1800 solar mobile light tower | ust1800 specifications | ust1800 solar mobile light tower for industrial projects","mast height | lighting output | battery runtime"
"cp-106-generator-systems-ugt-1600","generator-systems","Diesel Mobile Generator System","UGT-1600","https://cowinmachine.com/products/generator-systems/gen-ugt-1600-170","diesel generator | industrial generator | mobile generator","mobile generator | silent diesel generator | soundproof generator | open-frame diesel generator","ugt-1600 diesel generator | ugt-1600 specifications | ugt-1600 diesel mobile generator system for industrial projects","prime power generator | standby power generator"
"cp-107-generator-systems-ugt-4000lm","generator-systems","Diesel Generator System","UGT-4000LM","https://cowinmachine.com/products/generator-systems/gen-ugt-4000lm-171","diesel generator | industrial generator","silent diesel generator | soundproof generator | open-frame diesel generator | mobile generator","ugt-4000lm diesel generator | ugt-4000lm specifications | ugt-4000lm diesel generator system for industrial projects","prime power generator | standby power generator"
"cp-108-generator-systems-ugt-4000-pm","generator-systems","Diesel Mobile Generator System","UGT-4000 PM","https://cowinmachine.com/products/generator-systems/gen-ugt-4000-pm-172","diesel generator | industrial generator | mobile generator","mobile generator | silent diesel generator | soundproof generator | open-frame diesel generator","ugt-4000 pm diesel generator | ugt-4000 pm specifications | ugt-4000 pm diesel mobile generator system for industrial projects","prime power generator | standby power generator"
"cp-109-mobile-lighting-systems-ust-900l","mobile-lighting-systems","Solar Hybrid Mobile Light Tower","UST-900L","https://cowinmachine.com/products/mobile-lighting-systems/tower-ust-900l-173","solar mobile light tower | mobile lighting tower | solar light tower | hybrid light tower","solar light tower | hybrid light tower | solar surveillance tower | solar CCTV trailer | diesel light tower | battery mobile light tower","ust-900l solar mobile light tower | ust-900l specifications | ust-900l solar hybrid mobile light tower for industrial projects","mast height | lighting output | battery runtime"
