sourceId,canonicalId,category,sourceName,organization,sourceType,url,accessedAt,evidenceSummary,confidence,useRestriction
SRC-CURRENT-cp-009-magnetic-separators-drum-magnetic-separator-5,cp-009-magnetic-separators-drum-magnetic-separator,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-series-059-059,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-010-magnetic-separators-dry-magnetic-separator-1,cp-010-magnetic-separators-dry-magnetic-separator,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-series-015-015,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-010-magnetic-separators-dry-magnetic-separator-2,cp-010-magnetic-separators-dry-magnetic-separator,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-series-036-036,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-010-magnetic-separators-dry-magnetic-separator-3,cp-010-magnetic-separators-dry-magnetic-separator,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-series-046-046,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-011-magnetic-separators-rcda-1,cp-011-magnetic-separators-rcda,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-rcda-019,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-012-magnetic-separators-rcdc-1,cp-012-magnetic-separators-rcdc,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-rcdc-020,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-013-magnetic-separators-rcde-1,cp-013-magnetic-separators-rcde,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-rcde-021,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-014-magnetic-separators-rcdf-1,cp-014-magnetic-separators-rcdf,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-rcdf-022,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-015-magnetic-separators-rcdfj-1,cp-015-magnetic-separators-rcdfj,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-rcdfj-023,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-016-magnetic-separators-rcps-1,cp-016-magnetic-separators-rcps,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-rcps-024,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-017-magnetic-separators-rcya-1,cp-017-magnetic-separators-rcya,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-rcya-026,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-018-magnetic-separators-rcydii-1,cp-018-magnetic-separators-rcydii,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-rcydii-027,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-019-magnetic-separators-rcye-1,cp-019-magnetic-separators-rcye,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-rcye-028,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-020-magnetic-separators-rcyf-1,cp-020-magnetic-separators-rcyf,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-rcyf-029,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-021-magnetic-separators-rcyg-1,cp-021-magnetic-separators-rcyg,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-rcyg-030,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-022-magnetic-separators-rcyp-1,cp-022-magnetic-separators-rcyp,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-rcyp-031,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-023-magnetic-separators-rcyz-1,cp-023-magnetic-separators-rcyz,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-rcyz-032,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-023-magnetic-separators-rcyz-2,cp-023-magnetic-separators-rcyz,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-rcyz-069,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-024-magnetic-separators-wet-plate-magnetic-separator-1,cp-024-magnetic-separators-wet-plate-magnetic-separator,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-series-037-037,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-025-magnetic-separators-permanent-dry-magnetic-separator-1,cp-025-magnetic-separators-permanent-dry-magnetic-separator,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-series-042-042,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-026-magnetic-separators-permanent-suspended-magnetic-separator-1,cp-026-magnetic-separators-permanent-suspended-magnetic-separator,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-series-053-053,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-027-magnetic-separators-electromagnetic-suspended-magnetic-separator-1,cp-027-magnetic-separators-electromagnetic-suspended-magnetic-separator,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-series-054-054,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-028-magnetic-separators-metal-detection-magnetic-separator-1,cp-028-magnetic-separators-metal-detection-magnetic-separator,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-series-055-055,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-028-magnetic-separators-metal-detection-magnetic-separator-2,cp-028-magnetic-separators-metal-detection-magnetic-separator,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-series-056-056,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-029-magnetic-separators-eddy-current-magnetic-separator-1,cp-029-magnetic-separators-eddy-current-magnetic-separator,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-series-057-057,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-029-magnetic-separators-eddy-current-magnetic-separator-2,cp-029-magnetic-separators-eddy-current-magnetic-separator,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-series-058-058,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-029-magnetic-separators-eddy-current-magnetic-separator-3,cp-029-magnetic-separators-eddy-current-magnetic-separator,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-series-060-060,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-030-magnetic-separators-permanent-overband-magnetic-separator-1,cp-030-magnetic-separators-permanent-overband-magnetic-separator,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-series-063-063,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-031-magnetic-separators-roller-magnetic-separator-1,cp-031-magnetic-separators-roller-magnetic-separator,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-series-067-067,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-031-magnetic-separators-roller-magnetic-separator-2,cp-031-magnetic-separators-roller-magnetic-separator,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-series-071-071,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-031-magnetic-separators-roller-magnetic-separator-3,cp-031-magnetic-separators-roller-magnetic-separator,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-series-072-072,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-032-magnetic-separators-wet-roller-magnetic-separator-1,cp-032-magnetic-separators-wet-roller-magnetic-separator,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-series-073-073,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-033-magnetic-separators-permanent-magnetic-separator-1,cp-033-magnetic-separators-permanent-magnetic-separator,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-series-080-080,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-033-magnetic-separators-permanent-magnetic-separator-2,cp-033-magnetic-separators-permanent-magnetic-separator,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-series-084-084,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-034-magnetic-separators-electromagnetic-magnetic-separator-1,cp-034-magnetic-separators-electromagnetic-magnetic-separator,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-series-083-083,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-034-magnetic-separators-electromagnetic-magnetic-separator-2,cp-034-magnetic-separators-electromagnetic-magnetic-separator,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-series-085-085,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-034-magnetic-separators-electromagnetic-magnetic-separator-3,cp-034-magnetic-separators-electromagnetic-magnetic-separator,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-series-088-088,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-035-magnetic-separators-automatic-discharge-electromagnetic-magnetic-separat-1,cp-035-magnetic-separators-automatic-discharge-electromagnetic-magnetic-separat,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-series-086-086,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-036-magnetic-separators-automatic-discharge-permanent-magnetic-separator-1,cp-036-magnetic-separators-automatic-discharge-permanent-magnetic-separator,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-series-087-087,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-037-mobile-lighting-systems-tower-ust300l-solar-mobile-light-tower-1,cp-037-mobile-lighting-systems-tower-ust300l-solar-mobile-light-tower,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-tower-ust300l-089,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-038-mobile-lighting-systems-ust600l-1,cp-038-mobile-lighting-systems-ust600l,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-ust600l-090,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-039-mobile-lighting-systems-site-ust900l-solar-mobile-light-tower-1,cp-039-mobile-lighting-systems-site-ust900l-solar-mobile-light-tower,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-site-ust900l-091,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-040-mobile-lighting-systems-tower-ust1200l-solar-mobile-light-tower-1,cp-040-mobile-lighting-systems-tower-ust1200l-solar-mobile-light-tower,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-tower-ust1200l-092,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-041-mobile-lighting-systems-tower-ust1800l-solar-mobile-light-tower-1,cp-041-mobile-lighting-systems-tower-ust1800l-solar-mobile-light-tower,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-tower-ust1800l-093,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-042-mobile-lighting-systems-tower-ust2400l-solar-mobile-light-tower-1,cp-042-mobile-lighting-systems-tower-ust2400l-solar-mobile-light-tower,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-tower-ust2400l-094,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-043-mobile-lighting-systems-solar-mobile-light-tower-1,cp-043-mobile-lighting-systems-solar-mobile-light-tower,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-series-095-095,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-044-mobile-lighting-systems-ust-300s-1,cp-044-mobile-lighting-systems-ust-300s,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-ust-300s-096,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-044-mobile-lighting-systems-ust-300s-2,cp-044-mobile-lighting-systems-ust-300s,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-ust-300s-111,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-045-mobile-lighting-systems-ust-600s-1,cp-045-mobile-lighting-systems-ust-600s,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-ust-600s-097,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-045-mobile-lighting-systems-ust-600s-2,cp-045-mobile-lighting-systems-ust-600s,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-ust-600s-105,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-046-mobile-lighting-systems-ust-900s-1,cp-046-mobile-lighting-systems-ust-900s,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-ust-900s-098,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-046-mobile-lighting-systems-ust-900s-2,cp-046-mobile-lighting-systems-ust-900s,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-ust-900s-118,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-046-mobile-lighting-systems-ust-900s-3,cp-046-mobile-lighting-systems-ust-900s,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-ust-900s-119,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-046-mobile-lighting-systems-ust-900s-4,cp-046-mobile-lighting-systems-ust-900s,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-ust-900s-201,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-047-mobile-lighting-systems-ust1200-1,cp-047-mobile-lighting-systems-ust1200,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-ust1200-099,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-048-mobile-lighting-systems-block-ubt300s-solar-surveillance-mobile-light-to-1,cp-048-mobile-lighting-systems-block-ubt300s-solar-surveillance-mobile-light-to,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-block-ubt300s-100,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-049-mobile-lighting-systems-solar-surveillance-mobile-light-tower-1,cp-049-mobile-lighting-systems-solar-surveillance-mobile-light-tower,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-series-101-101,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-050-mobile-lighting-systems-ugt-10ql-1,cp-050-mobile-lighting-systems-ugt-10ql,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-ugt-10ql-102,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-051-mobile-lighting-systems-ugt-1600-1,cp-051-mobile-lighting-systems-ugt-1600,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-ugt-1600-103,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-052-mobile-lighting-systems-gdq5a-4r-1,cp-052-mobile-lighting-systems-gdq5a-4r,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-gdq5a-4r-104,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
