category,productName,productUrl,canonicalId,modelReference,pageStatus,auditStatus,reviewReason,imageStatus,parameterStatus
"mobile-lighting-systems","UST-900S Solar Surveillance Mobile Light Tower","/products/mobile-lighting-systems/tower-ust-900s-118","cp-046-mobile-lighting-systems-ust-900s","UST-900S","configuration-review","duplicate","Audit status: duplicate.","Authorized project image available","Request verified specifications"
"mobile-lighting-systems","UST-900S Solar Surveillance Mobile Light Tower","/products/mobile-lighting-systems/tower-ust-900s-119","cp-046-mobile-lighting-systems-ust-900s","UST-900S","configuration-review","duplicate","Audit status: duplicate.","Authorized project image available","Request verified specifications"
"mobile-lighting-systems","UST-1200S Solar Surveillance Mobile Light Tower","/products/mobile-lighting-systems/tower-ust-1200s-120","cp-064-mobile-lighting-systems-ust-1200s","UST-1200S","configuration-review","duplicate","Audit status: duplicate.","Authorized project image available","Request verified specifications"
"mobile-lighting-systems","UST-1200S Solar Surveillance Mobile Light Tower","/products/mobile-lighting-systems/tower-ust-1200s-121","cp-064-mobile-lighting-systems-ust-1200s","UST-1200S","configuration-review","duplicate","Audit status: duplicate.","Authorized project image available","Request verified specifications"
"compressed-air-equipment","ZD10LG-8 Electric Screw Air Compressor","/products/compressed-air-equipment/air-zd10lg-8-122","cp-065-compressed-air-equipment-zd10lg-8","ZD10LG-8","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"compressed-air-equipment","ZD10LV-8 Screw Air Compressor","/products/compressed-air-equipment/air-zd10lv-8-123","cp-066-compressed-air-equipment-zd10lv-8","ZD10LV-8","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"magnetic-separators","ZD15LV-8 Permanent Magnetic Separator","/products/magnetic-separators/mag-zd15lv-8-124","cp-067-magnetic-separators-zd15lv-8","ZD15LV-8","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"compressed-air-equipment","ZD20 Variable-Speed Screw Air Compressor","/products/compressed-air-equipment/air-zd20-125","cp-068-compressed-air-equipment-zd20","ZD20","configuration-review","requires-owner-confirmation","Audit status: requires-owner-confirmation.","Authorized project image available","Request verified specifications"
"compressed-air-equipment","ZD30 Screw Air Compressor","/products/compressed-air-equipment/air-zd30-126","cp-069-compressed-air-equipment-zd30","ZD30","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"compressed-air-equipment","ZD50LV-8 Electric Portable Screw Air Compressor","/products/compressed-air-equipment/air-zd50lv-8-127","cp-070-compressed-air-equipment-zd50lv-8","ZD50LV-8","configuration-review","duplicate","Audit status: duplicate.","Authorized project image available","Request verified specifications"
"compressed-air-equipment","ZD50LV-8 Electric Screw Air Compressor","/products/compressed-air-equipment/air-zd50lv-8-128","cp-070-compressed-air-equipment-zd50lv-8","ZD50LV-8","configuration-review","duplicate","Audit status: duplicate.","Authorized project image available","Request verified specifications"
"compressed-air-equipment","KYLC-18 Electric Portable Screw Air Compressor","/products/compressed-air-equipment/air-kylc-18-129","cp-071-compressed-air-equipment-kylc-18","KYLC-18","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"compressed-air-equipment","ZDY75D-7 Electric Portable Screw Air Compressor","/products/compressed-air-equipment/air-zdy75d-7-130","cp-072-compressed-air-equipment-zdy75d-7","ZDY75D-7","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"compressed-air-equipment","ZDY90D-7 Electric Portable Screw Air Compressor","/products/compressed-air-equipment/air-zdy90d-7-131","cp-073-compressed-air-equipment-zdy90d-7","ZDY90D-7","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"compressed-air-equipment","ZDY132D-8 Electric Screw Air Compressor","/products/compressed-air-equipment/air-zdy132d-8-132","cp-074-compressed-air-equipment-zdy132d-8","ZDY132D-8","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"compressed-air-equipment","ZDCY 5-8 Diesel Portable Screw Air Compressor","/products/compressed-air-equipment/air-zdcy-5-8-133","cp-075-compressed-air-equipment-zdcy-5-8","ZDCY 5-8","configuration-review","duplicate","Audit status: duplicate.","Authorized project image available","Request verified specifications"
"compressed-air-equipment","ZDYL-20/20 Diesel Portable Screw Air Compressor","/products/compressed-air-equipment/air-zdyl-20-20-134","cp-076-compressed-air-equipment-zdyl-20-20","ZDYL-20/20","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"compressed-air-equipment","ZD-40/25 Diesel Screw Air Compressor","/products/compressed-air-equipment/air-zd-40-25-135","cp-077-compressed-air-equipment-zd-40","ZD-40","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"compressed-air-equipment","ZD-20/20 Diesel Screw Air Compressor","/products/compressed-air-equipment/air-zd-20-20-136","cp-078-compressed-air-equipment-zd-20","ZD-20","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"compressed-air-equipment","Diesel Piston Air Compressor","/products/compressed-air-equipment/air-series-137-137","cp-079-compressed-air-equipment-diesel-piston-air-compressor","","configuration-review","duplicate","Audit status: duplicate.","Authorized project image available","Request verified specifications"
"compressed-air-equipment","Diesel Piston Air Compressor","/products/compressed-air-equipment/air-series-138-138","cp-079-compressed-air-equipment-diesel-piston-air-compressor","","configuration-review","duplicate","Audit status: duplicate.","Authorized project image available","Request verified specifications"
"compressed-air-equipment","Diesel Piston Air Compressor","/products/compressed-air-equipment/air-series-139-139","cp-079-compressed-air-equipment-diesel-piston-air-compressor","","configuration-review","duplicate","Audit status: duplicate.","Authorized project image available","Request verified specifications"
"compressed-air-equipment","Piston Air Compressor","/products/compressed-air-equipment/air-series-140-140","cp-080-compressed-air-equipment-piston-air-compressor","","configuration-review","generic-series","Audit status: generic-series.","Authorized project image available","Request verified specifications"
"compressed-air-equipment","Diesel Portable Piston Air Compressor","/products/compressed-air-equipment/air-series-141-141","cp-081-compressed-air-equipment-diesel-portable-piston-air-compressor","","configuration-review","duplicate","Audit status: duplicate.","Authorized project image available","Request verified specifications"
"compressed-air-equipment","Diesel Portable Piston Air Compressor","/products/compressed-air-equipment/air-series-142-142","cp-081-compressed-air-equipment-diesel-portable-piston-air-compressor","","configuration-review","duplicate","Audit status: duplicate.","Authorized project image available","Request verified specifications"
"compressed-air-equipment","Diesel Portable Piston Air Compressor","/products/compressed-air-equipment/air-series-143-143","cp-081-compressed-air-equipment-diesel-portable-piston-air-compressor","","configuration-review","duplicate","Audit status: duplicate.","Authorized project image available","Request verified specifications"
"generator-systems","BF-150KVA Silent Diesel Generator System","/products/generator-systems/gen-bf-150kva-144","cp-082-generator-systems-bf-150kva","BF-150KVA","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"generator-systems","ZD-30 Silent Diesel Generator System","/products/generator-systems/gen-zd-30-145","cp-083-generator-systems-zd-30","ZD-30","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"generator-systems","ZD-20 Silent Diesel Generator System","/products/generator-systems/gen-zd-20-146","cp-084-generator-systems-zd-20","ZD-20","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"generator-systems","ZD-1000 Silent Diesel Generator System","/products/generator-systems/gen-zd-1000-147","cp-085-generator-systems-zd-1000","ZD-1000","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"generator-systems","ZD-80 Diesel Generator System","/products/generator-systems/gen-zd-80-148","cp-086-generator-systems-zd-80","ZD-80","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"generator-systems","Diesel Generator System","/products/generator-systems/gen-series-149-149","cp-087-generator-systems-diesel-generator-system","","configuration-review","generic-series","Audit status: generic-series.","Authorized project image available","Request verified specifications"
"drilling-equipment","FY300 Water-Well Drilling Rig","/products/drilling-equipment/rig-fy300-150","cp-088-drilling-equipment-fy300","FY300","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"drilling-equipment","FY680 Drilling Rig","/products/drilling-equipment/rig-fy680-151","cp-089-drilling-equipment-fy680","FY680","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"drilling-equipment","HT500 Crawler Drilling Rig","/products/drilling-equipment/rig-ht500-152","cp-090-drilling-equipment-ht500","HT500","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"drilling-equipment","KH103 Drilling Rig","/products/drilling-equipment/rig-kh103-153","cp-091-drilling-equipment-kh103","KH103","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"drilling-equipment","KH612 DTH Crawler Drilling Rig","/products/drilling-equipment/rig-kh612-154","cp-092-drilling-equipment-kh612","KH612","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"drilling-equipment","KH712 DTH Drilling Rig","/products/drilling-equipment/rig-kh712-155","cp-093-drilling-equipment-kh712","KH712","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"drilling-equipment","ZDD100 DTH Drilling Rig","/products/drilling-equipment/rig-zdd100-156","cp-094-drilling-equipment-zdd100","ZDD100","configuration-review","duplicate","Audit status: duplicate.","Authorized project image available","Request verified specifications"
"drilling-equipment","ZDD100 Drilling Rig","/products/drilling-equipment/rig-zdd100-157","cp-094-drilling-equipment-zdd100","ZDD100","configuration-review","duplicate","Audit status: duplicate.","Authorized project image available","Request verified specifications"
"drilling-consumables","YT24 Drilling Tool","/products/drilling-consumables/tool-yt24-158","cp-095-drilling-consumables-yt24","YT24","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"drilling-consumables","Y24 Drilling Tool","/products/drilling-consumables/tool-y24-159","cp-096-drilling-consumables-y24","Y24","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"drilling-consumables","Button Bit Drilling Tool","/products/drilling-consumables/tool-series-160-160","cp-097-drilling-consumables-button-bit-drilling-tool","","configuration-review","generic-series","Audit status: generic-series.","Authorized project image available","Request verified specifications"
"drilling-consumables","Drill Bit Drilling Tool","/products/drilling-consumables/tool-series-161-161","cp-098-drilling-consumables-drill-bit-drilling-tool","","configuration-review","duplicate","Audit status: duplicate.","Authorized project image available","Request verified specifications"
"drilling-consumables","Drill Bit Drilling Tool","/products/drilling-consumables/tool-series-162-162","cp-098-drilling-consumables-drill-bit-drilling-tool","","configuration-review","duplicate","Audit status: duplicate.","Authorized project image available","Request verified specifications"
"drilling-consumables","ZD-89 Drilling Tool","/products/drilling-consumables/tool-zd-89-163","cp-099-drilling-consumables-zd-89","ZD-89","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"drilling-consumables","Drill Pipe Drilling Tool","/products/drilling-consumables/tool-series-164-164","cp-100-drilling-consumables-drill-pipe-drilling-tool","","configuration-review","generic-series","Audit status: generic-series.","Authorized project image available","Request verified specifications"
"drilling-consumables","DTH Hammer Drilling Tool","/products/drilling-consumables/tool-series-165-165","cp-101-drilling-consumables-dth-hammer-drilling-tool","","configuration-review","generic-series","Audit status: generic-series.","Authorized project image available","Request verified specifications"
"drilling-consumables","QL60 DTH Hammer Drilling Tool","/products/drilling-consumables/tool-ql60-166","cp-102-drilling-consumables-ql60","QL60","configuration-review","requires-owner-confirmation","Audit status: requires-owner-confirmation.","Authorized project image available","Request verified specifications"
"mobile-lighting-systems","ULT-900 Solar Mobile Light Tower","/products/mobile-lighting-systems/tower-ult-900-167","cp-103-mobile-lighting-systems-ult-900","ULT-900","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"mobile-lighting-systems","ULT-1200 Battery Mobile Light Tower","/products/mobile-lighting-systems/tower-ult-1200-168","cp-104-mobile-lighting-systems-ult-1200","ULT-1200","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"mobile-lighting-systems","UST1800 Solar Mobile Light Tower","/products/mobile-lighting-systems/tower-ust1800-169","cp-105-mobile-lighting-systems-ust1800","UST1800","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"generator-systems","UGT-1600 Diesel Mobile Generator System","/products/generator-systems/gen-ugt-1600-170","cp-106-generator-systems-ugt-1600","UGT-1600","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"generator-systems","UGT-4000LM Diesel Generator System","/products/generator-systems/gen-ugt-4000lm-171","cp-107-generator-systems-ugt-4000lm","UGT-4000LM","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"generator-systems","UGT-4000 PM Diesel Mobile Generator System","/products/generator-systems/gen-ugt-4000-pm-172","cp-108-generator-systems-ugt-4000-pm","UGT-4000 PM","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"mobile-lighting-systems","UST-900L Solar Hybrid Mobile Light Tower","/products/mobile-lighting-systems/tower-ust-900l-173","cp-109-mobile-lighting-systems-ust-900l","UST-900L","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"mobile-lighting-systems","GTS-1200 Solar Hybrid Mobile Light Tower","/products/mobile-lighting-systems/tower-gts-1200-174","cp-110-mobile-lighting-systems-gts-1200","GTS-1200","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"compressed-air-equipment","LB10 Screw Air Compressor","/products/compressed-air-equipment/air-lb10-175","cp-111-compressed-air-equipment-lb10","LB10","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"compressed-air-equipment","LB20 Screw Air Compressor","/products/compressed-air-equipment/air-lb20-176","cp-112-compressed-air-equipment-lb20","LB20","configuration-review","requires-owner-confirmation","Audit status: requires-owner-confirmation.","Authorized project image available","Request verified specifications"
"compressed-air-equipment","LB50 Stationary Screw Air Compressor","/products/compressed-air-equipment/air-lb50-177","cp-113-compressed-air-equipment-lb50","LB50","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"compressed-air-equipment","LB30 Screw Air Compressor","/products/compressed-air-equipment/air-lb30-178","cp-114-compressed-air-equipment-lb30","LB30","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"compressed-air-equipment","RM160-34/8 Screw Air Compressor","/products/compressed-air-equipment/air-rm160-34-8-179","cp-115-compressed-air-equipment-rm160-34","RM160-34","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"compressed-air-equipment","ZD-5/8 Diesel Stationary Screw Air Compressor","/products/compressed-air-equipment/air-zd-5-8-180","cp-116-compressed-air-equipment-zd-5","ZD-5","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"compressed-air-equipment","ZD-10/10 Diesel Portable Screw Air Compressor","/products/compressed-air-equipment/air-zd-10-10-181","cp-117-compressed-air-equipment-zd-10","ZD-10","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"compressed-air-equipment","ZTV90-8 Electric Screw Air Compressor","/products/compressed-air-equipment/air-ztv90-8-182","cp-118-compressed-air-equipment-ztv90-8","ZTV90-8","configuration-review","requires-owner-confirmation","Audit status: requires-owner-confirmation.","Authorized project image available","Request verified specifications"
"compressed-air-equipment","KSZJ18-17 Diesel Portable Screw Air Compressor","/products/compressed-air-equipment/air-kszj18-17-183","cp-119-compressed-air-equipment-kszj18-17","KSZJ18-17","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"drilling-consumables","YT27 Drilling Tool","/products/drilling-consumables/tool-yt27-184","cp-120-drilling-consumables-yt27","YT27","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"drilling-consumables","YT29A Drilling Tool","/products/drilling-consumables/tool-yt29a-185","cp-121-drilling-consumables-yt29a","YT29A","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"drilling-equipment","FY260 Water-Well Drilling Rig","/products/drilling-equipment/rig-fy260-186","cp-122-drilling-equipment-fy260","FY260","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"drilling-consumables","YO20 Drilling Tool","/products/drilling-consumables/tool-yo20-187","cp-123-drilling-consumables-yo20","YO20","configuration-review","requires-owner-confirmation","Audit status: requires-owner-confirmation.","Authorized project image available","Request verified specifications"
"compressed-air-equipment","ZDCY 5-8 Diesel Portable Screw Air Compressor","/products/compressed-air-equipment/air-zdcy-5-8-188","cp-075-compressed-air-equipment-zdcy-5-8","ZDCY 5-8","configuration-review","duplicate","Audit status: duplicate.","Authorized project image available","Request verified specifications"
"drilling-equipment","CS110 Anchoring Hydraulic Drilling Rig","/products/drilling-equipment/rig-cs110-189","cp-124-drilling-equipment-cs110","CS110","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"compressed-air-equipment","KYLC-580/17CY Diesel Screw Air Compressor","/products/compressed-air-equipment/air-kylc-580-17cy-190","cp-125-compressed-air-equipment-kylc-580","KYLC-580","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"compressed-air-equipment","ZD10 Screw Air Compressor","/products/compressed-air-equipment/air-zd10-191","cp-126-compressed-air-equipment-zd10","ZD10","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"compressed-air-equipment","ZD-31/25 Diesel Screw Air Compressor","/products/compressed-air-equipment/air-zd-31-25-192","cp-127-compressed-air-equipment-zd-31","ZD-31","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"drilling-consumables","YT28 Drilling Tool","/products/drilling-consumables/tool-yt28-193","cp-128-drilling-consumables-yt28","YT28","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"drilling-consumables","YO18 Drilling Tool","/products/drilling-consumables/tool-yo18-194","cp-129-drilling-consumables-yo18","YO18","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"drilling-consumables","Drilling Tool","/products/drilling-consumables/tool-series-195-195","cp-130-drilling-consumables-drilling-tool","","configuration-review","generic-series","Audit status: generic-series.","Authorized project image available","Request verified specifications"
"generator-systems","ZD-100kw Open-Frame Diesel Generator System","/products/generator-systems/gen-zd-100kw-196","cp-131-generator-systems-zd-100kw-open-frame-diesel-generator-system","","configuration-review","generic-series","Audit status: generic-series.","Authorized project image available","Request verified specifications"
"drilling-equipment","FY450 Water-Well Drilling Rig","/products/drilling-equipment/rig-fy450-197","cp-132-drilling-equipment-fy450","FY450","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"drilling-consumables","Drill Bit Drilling Tool","/products/drilling-consumables/tool-series-198-198","cp-098-drilling-consumables-drill-bit-drilling-tool","","configuration-review","duplicate","Audit status: duplicate.","Authorized project image available","Request verified specifications"
"compressed-air-equipment","LG10 Stationary Screw Air Compressor","/products/compressed-air-equipment/air-lg10-199","cp-133-compressed-air-equipment-lg10","LG10","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"compressed-air-equipment","ZD300-8 Diesel Portable Screw Air Compressor","/products/compressed-air-equipment/air-zd300-8-200","cp-134-compressed-air-equipment-zd300-8","ZD300-8","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
"mobile-lighting-systems","UST-900S Solar Surveillance Mobile Light Tower","/products/mobile-lighting-systems/tower-ust-900s-201","cp-046-mobile-lighting-systems-ust-900s","UST-900S","configuration-review","duplicate","Audit status: duplicate.","Authorized project image available","Request verified specifications"
"drilling-equipment","FYL200 Water-Well Rock Drilling Rig","/products/drilling-equipment/rig-fyl200-202","cp-135-drilling-equipment-fyl200","FYL200","full-technical-content","verified-model","No profile generated.","Authorized project image available","Captured catalog fields shown; verify before quotation"
